Año;Aerolinea;Pasajeros;Origen_final;Destino_final;Mes;Ruta;Demanda_pred;Precio_final;Ingreso_estimado
2024;LATAM AIRLINES CHILE;27014;SANTIAGO;CALAMA;2;SANTIAGO-CALAMA;21735.334;135.2764292;2623573.148
2024;LATAM AIRLINES CHILE;3719;SANTIAGO;COPIAPO;7;SANTIAGO-COPIAPO;5624.454;110.6447257;358346.6972
2024;LATAM AIRLINES CHILE;9171;SANTIAGO;IQUIQUE;5;SANTIAGO-IQUIQUE;9739.733;125.8038577;581991.4961
2024;LATAM AIRLINES CHILE;6287;SANTIAGO;LA SERENA;7;SANTIAGO-LA SERENA;6454.066;105.8030079;398413.7439
2024;LATAM AIRLINES CHILE;15174;SANTIAGO;PUERTO MONTT;1;SANTIAGO-PUERTO MONTT;15524.911;95.24355174;791325.2377
2024;LATAM AIRLINES CHILE;4126;SANTIAGO;PUNTA ARENAS;1;SANTIAGO-PUNTA ARENAS;7105.402;50.64163694;158034.6393
2024;LATAM AIRLINES CHILE;9687;SANTIAGO;VALDIVIA;10;SANTIAGO-VALDIVIA;9582.599;79.11141787;643206.3429
2024;LATAM AIRLINES CHILE;1531;SANTIAGO;TEMUCO;8;SANTIAGO-TEMUCO;2557.0168;88.68489789;83774.53461
2024;LATAM AIRLINES CHILE;5167;SANTIAGO;OSORNO;8;SANTIAGO-OSORNO;6441.6;136.4073868;393290.5465
2024;LATAM AIRLINES CHILE;10404;VALDIVIA;SANTIAGO;2;VALDIVIA-SANTIAGO;10627.034;99.85876937;528481.6266
2024;LATAM AIRLINES CHILE;2009;TEMUCO;SANTIAGO;11;TEMUCO-SANTIAGO;2545.7502;74.18219995;107719.2086
2024;LATAM AIRLINES CHILE;5507;OSORNO;SANTIAGO;7;OSORNO-SANTIAGO;6559.335;52.53132273;229952.0602
2024;LATAM AIRLINES CHILE;1679;ANTOFAGASTA;CONCEPCION;12;ANTOFAGASTA-CONCEPCION;4662.8716;131.4020307;143351.169
2024;LATAM AIRLINES CHILE;4316;ANTOFAGASTA;LA SERENA;12;ANTOFAGASTA-LA SERENA;5126.798;56.97481296;199434.8093
2024;LATAM AIRLINES CHILE;23918;ANTOFAGASTA;SANTIAGO;5;ANTOFAGASTA-SANTIAGO;19443.842;65.85924262;1351527.338
2024;LATAM AIRLINES CHILE;2965;BALMACEDA;PUERTO MONTT;12;BALMACEDA-PUERTO MONTT;3670.7817;112.0239392;292554.1121
2024;LATAM AIRLINES CHILE;889;BALMACEDA;SANTIAGO;8;BALMACEDA-SANTIAGO;1936.8632;54.52783364;40599.43437
2024;LATAM AIRLINES CHILE;1224;CONCEPCION;ANTOFAGASTA;11;CONCEPCION-ANTOFAGASTA;4163.7476;92.51838486;81211.05717
2024;LATAM AIRLINES CHILE;838;CONCEPCION;CALAMA;10;CONCEPCION-CALAMA;3716.295;100.7132081;52086.72336
2024;LATAM AIRLINES CHILE;13931;CONCEPCION;SANTIAGO;3;CONCEPCION-SANTIAGO;13869.415;51.29667519;508115.4149
2024;LATAM AIRLINES CHILE;1535;CALAMA;CONCEPCION;7;CALAMA-CONCEPCION;4023.4937;61.02311037;46917.16379
2024;LATAM AIRLINES CHILE;3306;CALAMA;LA SERENA;11;CALAMA-LA SERENA;3983.5293;119.9371203;247186.7597
2024;LATAM AIRLINES CHILE;21413;CALAMA;SANTIAGO;11;CALAMA-SANTIAGO;17907.791;115.982435;2053449.439
2024;LATAM AIRLINES CHILE;5708;COPIAPO;SANTIAGO;6;COPIAPO-SANTIAGO;8347.464;112.1752726;524898.8756
2024;LATAM AIRLINES CHILE;7624;IQUIQUE;SANTIAGO;5;IQUIQUE-SANTIAGO;9513.149;101.0208664;662256.044
2024;LATAM AIRLINES CHILE;4007;LA SERENA;ANTOFAGASTA;7;LA SERENA-ANTOFAGASTA;4867.618;127.4904392;346393.5837
2024;LATAM AIRLINES CHILE;3330;LA SERENA;CALAMA;2;LA SERENA-CALAMA;4711.44;115.5517437;333656.256
2024;LATAM AIRLINES CHILE;4247;LA SERENA;SANTIAGO;4;LA SERENA-SANTIAGO;5622.516;51.56158287;177988.9435
2024;LATAM AIRLINES CHILE;2480;CASTRO;SANTIAGO;9;CASTRO-SANTIAGO;3562.167;77.35038875;109216.3575
2024;LATAM AIRLINES CHILE;3145;PUERTO MONTT;BALMACEDA;8;PUERTO MONTT-BALMACEDA;3726.4102;121.1949722;272346.6643
2024;LATAM AIRLINES CHILE;1595;PUERTO MONTT;PUNTA ARENAS;10;PUERTO MONTT-PUNTA ARENAS;3533.0493;108.1527239;148556.6325
2024;LATAM AIRLINES CHILE;16199;PUERTO MONTT;SANTIAGO;6;PUERTO MONTT-SANTIAGO;15823.679;96.17202338;1286779.786
2024;LATAM AIRLINES CHILE;2256;PUNTA ARENAS;PUERTO MONTT;11;PUNTA ARENAS-PUERTO MONTT;4207.4224;114.9291794;191645.0851
2024;LATAM AIRLINES CHILE;7600;PUNTA ARENAS;SANTIAGO;5;PUNTA ARENAS-SANTIAGO;8775.919;126.7659262;554903.8511
2024;LATAM AIRLINES CHILE;28415;SANTIAGO;ANTOFAGASTA;4;SANTIAGO-ANTOFAGASTA;22050.148;79.3693555;1444018.135
